UserID,WindowID,State,DegreeType,Major,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
934480,1,2,0,2,5,3,2,0,0
934567,1,18,4,8456,8,10,0,0,0
934609,1,3,0,2,4,9,0,0,0
934743,1,28,3,145,7,8,0,0,0
934834,1,4,2,266,0,,2,0,0
934915,1,22,2,21,4,7,0,0,0
935380,1,4,2,887,4,7,0,0,0
935395,1,16,0,0,3,24,1,0,0
935591,1,7,0,0,4,4,2,0,0
935707,1,10,1,88,5,3,0,0,0
935716,1,17,2,15,5,6,0,0,0
935840,1,4,2,88,3,12,0,0,0
936118,1,15,0,133,7,7,2,1,6
936123,1,9,0,2,2,5,0,0,0
936160,1,0,0,2,6,18,2,0,0
936229,1,17,4,0,5,9,1,0,0
936928,1,28,0,2,5,6,2,0,0
937615,1,9,3,0,5,14,0,1,200
938547,1,17,0,0,5,9,1,0,0
938565,1,9,0,1775,3,21,2,0,0
938594,1,8,2,21,4,7,0,1,2
938697,1,22,0,1622,2,10,2,0,0
938933,1,4,0,0,2,24,2,1,35
939007,1,22,0,0,12,10,2,1,8
939334,1,9,0,2307,8,20,2,0,0
939481,1,17,0,2,3,7,1,0,0
939682,1,15,4,8499,7,19,0,1,3
939761,1,17,0,2,7,8,1,0,0
939804,1,17,3,0,3,7,0,0,0
939899,1,4,2,0,2,1,2,0,0
940013,1,4,1,8501,5,12,0,1,10
940124,1,12,3,8,1,0,2,0,0
940443,1,4,0,19,2,11,2,1,25
940550,1,11,2,21,3,13,2,0,0
940767,1,9,2,213,4,8,0,0,0
940806,1,9,2,2826,0,,1,0,0
940808,1,17,3,0,2,14,2,0,0
940849,1,18,0,8508,2,1,2,0,0
940854,1,10,2,8509,1,8,1,0,0
940931,1,39,2,43,2,10,2,0,0
941665,1,4,2,59,4,5,0,0,0
941758,1,13,3,0,5,14,1,0,0
941760,1,4,4,19,5,10,2,0,0
942009,1,28,0,1988,6,6,0,0,0
942187,1,4,3,2528,2,8,0,0,0
942308,1,17,0,31,4,18,0,1,15
942559,1,4,3,0,6,13,0,0,0
942738,1,8,4,176,5,10,0,0,0
942957,1,11,0,0,1,1,0,0,0
943219,1,39,3,0,6,17,2,1,10
943279,1,8,3,0,1,0,2,0,0
943352,1,12,0,0,2,8,0,0,0
943573,1,9,3,0,4,10,1,0,0
944069,1,38,2,8540,6,11,0,0,0
944603,1,0,5,5115,3,3,1,0,0
944768,1,4,2,8546,3,4,1,0,0
945005,1,9,2,77,8,11,0,0,0
945178,1,17,0,2,6,7,2,0,0
945358,1,29,0,2,3,21,0,0,0
945789,1,4,2,712,8,12,2,0,0
946040,1,29,1,8555,4,2,0,0,0
946414,1,16,2,44,7,9,0,0,0
946691,1,2,3,0,5,12,2,0,0
946721,1,39,4,31,5,25,0,1,83
946792,1,1,0,2,3,3,2,0,0
946888,1,2,1,11,4,4,2,0,0
947089,1,4,3,0,2,3,0,0,0
947121,1,16,2,134,7,13,1,0,0
947429,1,1,5,8568,4,21,0,0,0
947598,1,12,0,5327,2,10,2,0,0
947676,1,0,3,82,5,5,2,0,0
947851,1,4,0,19,4,9,0,1,12
948708,1,9,0,2,3,14,2,1,8
949026,1,10,0,2,3,11,0,1,36
949731,1,10,3,0,3,12,2,0,0
949746,1,0,3,21,7,12,0,1,2500
950066,1,7,1,21,4,23,2,0,0
950294,1,18,2,37,3,2,2,0,0
950481,1,16,2,8596,5,10,2,0,0
950689,1,4,3,0,5,5,2,0,0
950737,1,18,2,128,7,10,0,0,0
950873,1,16,2,294,2,4,2,0,0
951355,1,1,2,63,4,6,1,0,0
951494,1,15,0,8610,4,16,2,1,50
951628,1,13,3,59,5,5,1,0,0
952332,1,10,3,82,2,12,2,0,0
952381,1,16,2,11,4,7,2,0,0
952427,1,14,2,24,3,5,0,0,0
952627,1,0,1,51,10,110,2,0,0
952845,1,0,0,2,4,13,2,1,113
953196,1,7,2,1278,6,6,0,1,10
953309,1,20,4,8631,5,23,2,0,0
953381,1,10,3,0,4,10,0,0,0
953846,1,39,0,2,4,16,0,1,6
953948,1,1,0,2,6,7,2,0,0
954075,1,10,0,0,1,3,2,0,0
954366,1,9,3,0,6,21,2,1,70
954381,1,8,2,8641,5,23,0,0,0
954424,1,13,6,4462,9,11,2,0,0
954496,1,1,0,1577,3,7,0,0,0
954764,1,17,6,198,4,14,2,1,15
954986,1,0,2,0,8,13,0,0,0
955040,1,1,2,0,3,13,0,0,0
955077,1,12,2,11,3,3,0,0,0
955109,1,13,0,2,5,11,2,0,0
955642,1,17,3,2972,3,22,2,0,0
955751,1,8,4,2176,6,6,2,0,0
955818,1,4,0,2,2,4,0,0,0
955854,1,9,0,4840,4,8,1,0,0
955912,1,9,3,0,10,15,2,0,0
955999,1,17,4,500,4,5,2,0,0
956286,1,2,1,8657,5,11,0,1,5
956522,1,24,2,858,5,8,1,0,0
956619,1,1,5,8659,6,14,0,0,0
956779,1,12,0,2,7,9,0,0,0
956805,1,25,2,568,4,1,0,0,0
956958,1,7,0,0,4,8,2,1,15
957058,1,9,0,2,3,7,0,1,10
957218,1,4,0,8663,3,5,0,1,13
957412,1,41,4,0,0,,2,0,0
957911,1,38,0,0,5,6,2,0,0
957920,1,16,2,63,3,6,0,0,0
958200,1,51,1,370,5,12,2,1,3
958419,1,19,0,19,3,4,1,0,0
958495,1,2,2,67,3,6,0,0,0
958619,1,2,2,272,3,7,0,1,80
958763,1,10,2,114,3,10,0,0,0
958971,1,1,2,63,3,6,0,0,0
959033,1,0,0,2,2,2,2,0,0
959071,1,9,4,0,6,10,1,0,0
959942,1,17,4,8687,3,1,0,0,0
959992,1,17,2,8688,3,6,2,0,0
960348,1,11,0,1775,5,6,0,1,100
960874,1,16,5,3213,4,16,2,0,0
960955,1,10,2,1532,1,11,2,0,0
960983,1,3,2,213,4,8,2,1,15
961155,1,27,4,10,3,8,0,1,230
961341,1,9,1,5,7,12,1,0,0
961492,1,29,3,8698,4,11,2,0,0
961511,1,9,3,0,4,9,0,0,0
961662,1,9,0,2,5,10,2,0,0
961850,1,4,3,601,8,6,2,1,2
961975,1,17,3,0,5,8,0,0,0
962034,1,19,6,2693,9,8,0,0,0
962417,1,2,2,88,5,4,0,0,0
962574,1,18,3,0,5,10,0,0,0
962904,1,22,0,2,3,19,0,0,0
962944,1,0,3,0,7,7,0,0,0
962994,1,2,4,8710,3,6,0,0,0
963314,1,16,1,8713,4,10,1,0,0
963564,1,17,2,8715,7,16,2,1,50
963589,1,0,3,0,5,18,0,1,30
963609,1,18,4,430,4,13,2,1,7
963804,1,4,0,2,4,22,2,1,100
963850,1,4,3,0,3,13,0,1,2
964132,1,0,3,0,4,13,0,1,5
964221,1,12,0,2,3,6,0,0,0
964631,1,17,0,0,4,8,2,0,0
964652,1,12,2,68,3,9,0,0,0
964755,1,28,2,1363,6,25,0,0,0
965029,1,4,0,0,3,7,2,1,1
965683,1,4,1,132,8,11,0,1,6
966032,1,34,1,8745,4,7,0,0,0
966509,1,12,3,0,5,27,0,1,50
966570,1,9,2,3882,5,22,0,0,0
966699,1,2,3,0,5,10,0,0,0
966930,1,4,3,0,0,,2,1,5
967004,1,0,0,2,3,6,0,1,8
967126,1,5,1,0,4,11,2,0,0
967137,1,27,0,2,1,0,2,0,0
967671,1,17,0,0,4,9,2,1,4
967875,1,12,2,199,3,8,0,0,0
968394,1,4,2,51,5,12,0,0,0
968694,1,1,2,8766,4,9,0,1,12
968731,1,29,4,417,5,9,0,0,0
968774,1,31,0,519,4,12,2,1,4
968930,1,9,0,8770,4,16,1,0,0
969085,1,2,4,357,3,5,0,0,0
969516,1,1,2,68,1,18,0,1,30
969616,1,2,0,2,5,9,0,0,0
970013,1,10,1,11,3,5,2,0,0
970033,1,22,0,2,3,6,0,0,0
970139,1,27,2,21,5,16,2,0,0
970640,1,39,0,2,5,20,2,1,8
971021,1,0,1,11,3,6,2,0,0
971249,1,4,3,0,3,9,0,1,20
971948,1,16,3,0,0,,1,0,0
972159,1,4,3,0,0,,1,0,0
972223,1,18,2,145,8,28,0,1,25
972431,1,17,2,10,5,4,0,0,0
972910,1,0,0,8803,1,2,1,0,0
972914,1,12,4,176,8,11,0,0,0
973164,1,28,0,0,2,9,0,0,0
973654,1,9,4,2460,3,1,2,1,5
973784,1,4,4,87,4,9,0,0,0
973813,1,16,3,0,3,14,0,0,0
973957,1,17,3,225,4,9,0,0,0
974724,1,0,0,2,8,8,2,0,0
975064,1,0,2,3717,5,7,1,0,0
975166,1,8,2,275,2,8,1,1,20
975194,1,4,0,2,4,5,0,0,0
975247,1,41,6,57,10,7,0,0,0
975383,1,4,3,0,5,10,0,0,0
975790,1,17,2,8815,3,11,0,1,30
975826,1,16,3,8816,5,7,2,0,0
975838,1,2,3,8817,5,18,1,0,0
975877,1,1,2,8818,7,19,0,1,2
976033,1,5,4,8821,6,12,2,0,0
976097,1,11,0,2,7,12,0,0,0
976125,1,38,3,0,2,17,2,1,17
977154,1,46,3,354,2,3,2,0,0
977481,1,16,0,2,8,18,0,1,20
978226,1,2,2,8839,5,20,2,1,14
978329,1,17,5,19,7,6,0,1,7
978508,1,0,4,641,3,7,2,0,0
978824,1,13,2,8844,2,8,0,0,0
979415,1,27,0,2,3,18,0,0,0
979471,1,18,3,0,5,7,2,0,0
979475,1,18,0,2,6,7,2,1,10
979760,1,2,2,51,2,4,0,0,0
980268,1,11,3,0,6,14,1,0,0
981011,1,20,3,8862,5,11,1,0,0
981506,1,24,4,51,5,6,2,0,0
982268,1,1,3,0,4,28,1,0,0
982441,1,29,3,0,2,3,2,0,0
982540,1,18,2,21,3,9,0,0,0
982658,1,4,0,0,3,3,0,0,0
982888,1,7,2,124,3,3,1,0,0
983206,1,46,0,19,2,5,1,0,0
983210,1,38,4,51,3,4,2,0,0
983520,1,4,4,11,2,5,1,0,0
984198,1,8,0,0,2,1,2,0,0
984508,1,1,4,11,4,12,0,0,0
984714,1,15,4,19,4,5,0,0,0
985049,1,17,0,2,3,21,0,1,7
985102,1,19,2,8897,8,17,2,1,3
985209,1,16,3,0,6,12,0,0,0
985242,1,31,0,8898,3,12,2,1,3
985795,1,9,2,1922,6,4,2,0,0
986110,1,7,2,8902,7,15,2,0,0
986268,1,15,0,19,3,11,0,1,10
986473,1,22,4,0,3,10,2,1,2
986496,1,9,2,361,3,4,2,0,0
986571,1,0,3,8341,4,6,0,1,500
986585,1,39,0,19,2,8,0,0,0
986688,1,8,0,2,4,5,0,0,0
986805,1,18,2,199,7,20,0,0,0
987135,1,0,2,2445,5,15,2,0,0
987593,1,0,3,0,8,12,1,0,0
988260,1,4,0,2,4,26,2,0,0
988824,1,39,2,910,4,7,0,0,0
989131,1,10,4,0,1,8,2,0,0
989195,1,1,1,44,9,34,0,1,25
989258,1,16,3,19,3,4,2,0,0
989302,1,38,1,1486,8,21,0,0,0
989378,1,19,2,8935,6,6,0,0,0
989457,1,24,3,0,5,8,2,1,20
989665,1,19,4,200,2,12,1,0,0
989784,1,17,2,199,3,13,1,0,0
989959,1,46,2,265,2,33,2,1,35
990028,1,9,2,0,6,9,2,0,0
990064,1,0,2,21,3,5,0,0,0
990150,1,2,0,2,3,31,0,1,80
990393,1,7,3,0,1,3,2,0,0
990623,1,12,0,2,1,8,2,0,0
990900,1,0,1,8944,5,12,0,0,0
991135,1,15,0,19,5,15,2,1,50
991438,1,0,2,82,5,10,2,1,5
991483,1,9,3,0,5,11,2,0,0
991938,1,4,4,0,4,5,0,0,0
992662,1,10,3,0,5,10,2,1,4
992885,1,9,1,16,3,8,0,0,0
993385,1,18,4,21,5,9,2,0,0
993394,1,17,0,2,3,5,0,0,0
993458,1,9,4,8973,5,23,0,1,6
993837,1,4,0,2,2,6,2,0,0
994058,1,12,0,19,5,13,0,1,15
994101,1,13,3,0,4,4,0,0,0
994401,1,2,2,21,6,15,1,0,0
994547,1,9,3,15,3,6,2,0,0
994578,1,9,0,2,6,11,2,1,25
994753,1,9,0,0,3,5,0,1,16
994897,1,16,3,1656,6,13,0,0,0
995418,1,20,2,45,8,20,2,1,4
996258,1,19,0,2,4,12,2,0,0
996471,1,22,2,33,2,4,2,1,2
996652,1,0,4,8998,4,7,1,0,0
996823,1,4,2,143,3,2,0,0,0
996959,1,25,2,413,3,17,0,1,4
997660,1,17,3,0,3,8,0,1,7
997730,1,1,0,2,2,3,2,0,0
997775,1,18,3,300,4,13,0,1,12
997793,1,22,2,541,9,4,2,0,0
997888,1,18,2,3156,10,18,2,1,75
999818,1,17,2,0,4,20,2,0,0
999879,1,4,0,0,7,14,0,0,0
1000015,1,18,2,2115,7,15,0,1,15
1000042,1,0,2,2304,4,6,2,0,0
1000091,1,0,2,63,3,22,0,1,25
1000122,1,2,4,9034,5,5,0,0,0
1000138,1,7,2,145,3,4,2,0,0
1000273,1,11,0,2,3,9,2,1,4
1000350,1,19,4,9035,4,9,2,0,0
1000827,1,0,6,760,2,7,0,1,15
1000868,1,16,0,2,2,3,0,1,3
1001621,1,17,0,2,4,9,1,0,0
1001642,1,4,3,0,2,4,2,0,0
1002046,1,34,1,132,8,19,0,1,12
1002178,1,16,0,2,4,2,2,0,0
1002320,1,2,1,63,5,12,0,0,0
1002572,1,28,0,2,4,3,0,0,0
1002909,1,10,4,11,6,13,0,0,0
1003059,1,9,4,0,4,7,0,0,0
1003084,1,19,2,1016,3,2,2,0,0
1003321,1,4,0,2,2,4,0,0,0
1004487,1,17,4,10,2,7,0,1,3
1004846,1,17,2,1576,3,11,0,0,0
1005814,1,8,3,0,2,3,0,0,0
1005838,1,10,4,668,3,15,0,1,20
1006277,1,16,0,0,3,2,2,0,0
1006280,1,46,3,0,4,12,2,0,0
1006291,1,8,4,0,7,13,0,1,1
1006598,1,18,3,63,7,14,0,1,65
1006606,1,46,0,19,3,7,1,0,0
1007127,1,22,0,2,7,8,0,0,0
1007168,1,17,3,0,7,14,0,0,0
1007680,1,19,0,2,7,7,0,0,0
1007876,1,9,2,21,5,24,2,0,0
1007914,1,14,2,0,6,13,0,0,0
1007980,1,9,5,82,3,1,2,0,0
1008082,1,1,2,63,8,8,2,1,3
1008252,1,11,0,143,8,7,2,0,0
1008542,1,9,0,9090,5,4,2,0,0
1008568,1,10,1,5,5,39,0,0,0
1008591,1,9,0,0,2,4,0,1,5
1008631,1,29,3,0,2,10,0,0,0
1008864,1,14,4,9093,5,14,0,1,10
1009119,1,19,2,9097,3,5,2,0,0
1009230,1,11,0,2,3,4,2,0,0
1009369,1,10,2,1046,6,28,1,0,0
1009714,1,11,1,9103,6,12,0,1,6
1010074,1,18,3,0,5,6,0,1,8
1010184,1,11,3,0,3,7,2,0,0
1010561,1,28,2,63,5,9,2,0,0
1011147,1,12,2,94,3,15,0,0,0
1012384,1,17,2,372,4,17,0,0,0
1012516,1,18,2,4343,3,10,0,0,0
1012628,1,22,3,9125,5,9,0,0,0
1012696,1,9,0,0,1,8,2,1,25
1013833,1,9,2,71,7,15,0,0,0
1013852,1,17,2,8,6,9,0,1,30
1013873,1,12,2,9133,3,8,2,0,0
1013978,1,9,0,9136,8,14,0,0,0
1014250,1,39,3,145,3,14,0,1,1
1014389,1,28,3,6425,5,11,2,0,0
1014740,1,10,2,0,6,14,2,0,0
1015044,1,7,4,1461,3,9,0,0,0
1015078,1,28,2,676,5,11,2,0,0
1015444,1,2,2,5806,3,20,0,0,0
1015481,1,8,0,0,4,8,2,0,0
1015502,1,5,0,2,6,7,2,0,0
1015644,1,17,1,0,4,16,0,1,27
1015895,1,0,3,0,3,10,2,1,15
1016008,1,17,2,68,8,18,0,0,0
1016204,1,0,3,0,4,10,2,0,0
1016445,1,9,3,8,4,8,2,0,0
1016450,1,16,2,63,7,9,0,1,1
1016542,1,18,3,11,9,11,0,0,0
1016705,1,18,0,2,6,16,2,1,6
1016895,1,17,2,8,5,6,0,0,0
1016917,1,18,1,141,6,7,1,0,0
1016973,1,1,0,2,4,9,2,0,0
1017721,1,17,3,0,0,,2,1,120
1017782,1,12,5,1703,6,9,0,0,0
1018130,1,17,2,108,8,6,2,1,5
1018138,1,10,2,63,7,13,2,1,5
1018158,1,17,3,0,3,5,0,0,0
1018541,1,10,0,2,2,4,0,0,0
1018648,1,14,3,82,6,13,0,1,2
1019071,1,24,2,11,5,11,1,0,0
1019237,1,4,0,0,3,25,0,1,2
1019306,1,38,2,2445,3,13,0,0,0
1019833,1,4,1,910,1,3,1,1,14
1019879,1,18,3,199,5,12,2,0,0
1019933,1,10,3,0,7,5,2,0,0
1020618,1,19,2,9184,5,19,0,1,80
1020972,1,19,2,43,6,13,2,0,0
1021878,1,15,3,673,1,21,0,1,50
1022255,1,22,2,0,7,15,0,0,0
1022363,1,15,0,15,5,7,1,0,0
1022952,1,28,3,6609,6,16,2,0,0
1023491,1,18,0,2,8,15,0,0,0
1023785,1,14,0,9211,5,24,0,1,4
1023789,1,2,1,11,8,15,2,0,0
1023833,1,24,4,9213,5,7,0,0,0
1024187,1,8,0,0,8,15,0,1,4
1024425,1,17,3,0,4,8,0,0,0
1024641,1,18,2,200,5,5,2,1,3
1024737,1,11,3,92,2,2,0,0,0
1025317,1,4,3,9224,6,4,2,0,0
1025684,1,17,3,0,4,7,2,1,6
1026088,1,1,2,134,4,3,2,1,5
1026312,1,9,3,0,3,3,0,0,0
1026713,1,13,3,0,6,19,2,0,0
1026978,1,28,4,1294,3,9,2,1,10
1026996,1,22,0,2,5,11,0,0,0
1027220,1,10,4,9246,3,7,2,0,0
1027225,1,17,0,2,2,5,0,1,59
1027435,1,10,0,2,3,2,0,0,0
1027837,1,55,2,1291,7,13,0,0,0
1027923,1,2,2,372,1,3,1,0,0
1027980,1,1,2,324,2,1,0,0,0
1028590,1,12,4,1773,5,13,0,1,8
1028677,1,9,0,2,3,8,1,0,0
1029033,1,22,4,250,3,3,2,0,0
1029071,1,4,2,9262,4,4,0,0,0
1029518,1,3,0,2,6,8,2,1,6
1029661,1,3,2,0,4,21,0,0,0
1029704,1,19,4,45,7,24,2,0,0
1029832,1,9,0,9270,4,4,2,0,0
1029884,1,12,2,132,3,9,0,0,0
1029945,1,13,3,0,5,7,2,0,0
1030997,1,10,3,0,3,11,2,1,5
1031264,1,11,0,2,5,9,0,0,0
1031421,1,14,4,87,7,16,2,1,15
1031513,1,14,2,357,4,10,0,0,0
1031749,1,10,2,1624,8,12,0,1,20
1031877,1,2,0,3784,2,6,0,1,1
1031895,1,17,1,11,2,5,0,0,0
1031989,1,0,2,68,8,18,2,1,60
1032210,1,28,2,217,3,9,1,0,0
1032237,1,0,0,2,5,10,0,0,0
1032294,1,4,4,9289,3,2,2,0,0
1032467,1,4,3,0,6,9,0,0,0
1032737,1,17,1,0,9,18,0,0,0
1033407,1,15,4,45,4,12,2,1,15
1033482,1,9,0,9304,1,1,2,0,0
1033774,1,12,3,0,3,5,0,0,0
1033997,1,12,1,88,5,20,0,0,0
1034185,1,33,0,2,1,1,0,0,0
1034296,1,22,3,0,0,,1,0,0
1034450,1,1,1,5,7,6,1,0,0
1034568,1,22,2,59,5,11,0,1,7
1034776,1,16,2,19,3,6,2,1,4
1034786,1,9,3,0,10,18,0,0,0
1034905,1,15,0,133,4,5,2,1,40
1034969,1,18,2,67,1,4,0,0,0
1035262,1,4,4,51,8,9,0,1,20
1035410,1,4,2,21,6,7,0,0,0
1035764,1,22,2,9322,3,12,0,0,0
1035832,1,0,4,795,6,10,2,1,35
1035854,1,9,3,0,2,4,2,1,2
1036437,1,11,3,0,4,16,2,0,0
1036709,1,0,3,51,4,3,2,1,10
1036760,1,2,4,0,2,4,2,0,0
1036836,1,39,0,2,4,12,2,0,0
1037142,1,8,1,6764,4,17,2,0,0
1037236,1,4,0,2,5,18,1,0,0
1037362,1,18,0,2,4,6,0,0,0
1037729,1,1,2,392,4,7,0,0,0
1037740,1,9,4,190,3,11,2,0,0
1037921,1,17,3,0,6,9,0,0,0
1038252,1,18,2,275,7,22,0,1,25
1038440,1,16,0,7668,0,,2,0,0
1038813,1,9,2,1569,8,11,2,0,0
1039010,1,12,3,361,8,6,2,0,0
1039118,1,10,2,9353,7,6,0,0,0
1040526,1,4,0,2,9,18,1,0,0
1040874,1,0,0,2,6,12,0,1,5
1040901,1,0,2,214,6,5,0,0,0
1041158,1,2,1,0,5,22,1,0,0
1041348,1,9,3,0,3,11,0,0,0
1041485,1,0,2,63,2,9,2,0,0
1041770,1,4,4,1282,3,15,1,1,30
1041823,1,4,1,1719,6,14,0,1,15
1042229,1,38,4,467,4,21,2,1,1
1042512,1,17,0,0,5,15,2,0,0
1042556,1,2,0,44,2,22,2,1,5
1042723,1,2,1,5,7,4,2,0,0
1042993,1,3,4,2222,6,6,2,0,0
1043413,1,29,2,114,8,16,0,0,0
1043417,1,4,4,2176,4,8,0,0,0
1043675,1,22,3,21,8,12,0,1,25
1043743,1,4,0,2207,5,6,0,1,10
1044106,1,0,0,2,3,2,2,0,0
1044137,1,17,0,0,5,6,0,0,0
1044556,1,17,1,9392,10,13,0,0,0
1044725,1,4,0,354,6,12,2,1,12
1044932,1,39,2,4784,6,10,1,0,0
1045315,1,9,3,352,4,16,1,0,0
1045370,1,9,0,9400,3,5,2,0,0
1045756,1,16,4,2103,8,8,0,0,0
1046001,1,39,0,519,5,8,2,0,0
1046310,1,16,0,2,0,,1,0,0
1046710,1,22,4,1930,3,6,0,0,0
1046761,1,9,0,2,4,8,2,0,0
1047088,1,3,4,31,3,19,0,1,4
1047175,1,17,0,0,4,6,0,1,32
1047565,1,2,4,51,4,10,0,1,5
1047709,1,12,4,68,7,31,0,0,0
1047728,1,15,4,0,4,9,0,0,0
1047891,1,10,2,45,6,7,0,0,0
1047897,1,17,2,905,4,13,2,0,0
1047917,1,4,3,0,4,15,0,1,42
1048006,1,2,3,0,4,12,0,0,0
1048221,1,22,0,2,6,11,2,0,0
1048898,1,13,0,2,10,33,1,0,0
1049324,1,18,3,68,4,19,1,0,0
1049460,1,16,2,128,4,5,2,1,5
1050047,1,4,4,5268,3,12,1,0,0
1050585,1,19,2,2033,3,7,0,0,0
1051201,1,1,0,0,5,7,0,0,0
1051487,1,22,1,0,9,5,0,0,0
1051530,1,4,2,124,4,7,2,0,0
1051570,1,12,5,2872,1,33,2,0,0
1052299,1,9,4,236,0,,2,0,0
1052574,1,1,3,11,3,5,2,0,0
1052670,1,38,4,9438,5,11,2,1,6
1053624,1,8,2,9446,4,14,0,1,15
1053661,1,17,0,2,5,13,2,1,4
1053838,1,0,2,199,5,7,2,1,15
1054228,1,4,0,19,4,14,0,0,0
1054347,1,15,3,0,0,,0,0,0
1054387,1,18,3,0,5,6,0,0,0
1054460,1,9,2,9448,4,17,2,0,0
1054510,1,14,3,969,7,34,0,1,6
1054694,1,4,1,2407,4,7,0,1,12
1054791,1,7,0,2,3,6,2,0,0
1054953,1,17,2,9451,5,8,2,1,50
1055008,1,10,4,10,9,16,0,1,10
1055104,1,12,4,1047,4,11,0,0,0
1056077,1,4,3,0,3,18,0,1,5
1056098,1,17,2,2340,3,3,2,0,0
1056663,1,16,2,9463,3,7,0,0,0
1057122,1,5,4,21,4,12,2,0,0
1057296,1,7,2,11,7,8,0,0,0
1057619,1,18,4,609,6,16,2,0,0
1057929,1,12,3,352,3,9,0,0,0
1058189,1,33,0,2,7,29,0,0,0
1058310,1,17,1,44,4,6,2,1,60
1059364,1,17,0,2,4,7,2,0,0
1059441,1,11,2,9487,8,21,0,0,0
1059736,1,14,6,1891,8,24,1,0,0
1059750,1,28,2,44,3,7,2,1,25
1060076,1,4,2,44,5,10,2,1,20
1060342,1,19,3,0,3,16,0,1,8
1060566,1,39,0,0,5,6,0,0,0
1060615,1,1,1,0,7,22,0,1,5
1060788,1,12,3,9496,7,25,1,0,0
1060827,1,3,0,1883,2,6,0,1,10
1060935,1,39,3,19,7,28,0,0,0
1060961,1,14,0,2,5,9,2,0,0
1061266,1,12,0,2,0,,2,0,0
1061311,1,39,4,19,5,7,1,0,0
1062055,1,9,0,19,1,28,0,1,6
1062731,1,0,3,9507,10,19,2,0,0
1062741,1,25,3,0,7,11,2,1,30
1063015,1,15,0,2,5,13,1,0,0
1063292,1,9,3,0,2,3,2,0,0
1063463,1,15,3,0,4,6,2,0,0
1063600,1,4,4,0,3,6,2,0,0
1064085,1,9,2,294,7,7,0,0,0
1064177,1,12,0,1775,4,29,1,0,0
1064233,1,9,3,519,3,3,2,0,0
1064454,1,28,2,9518,3,17,2,1,2
1064570,1,0,0,3049,5,22,2,1,50
1064587,1,16,0,0,4,6,0,0,0
1064862,1,12,1,0,6,16,2,0,0
1065139,1,2,2,356,5,12,2,0,0
1065174,1,8,0,2,8,29,0,0,0
1065322,1,34,1,254,1,1,2,0,0
1065469,1,19,3,9526,8,8,2,0,0
1065696,1,11,4,9529,3,17,0,0,0
1065798,1,16,3,0,2,9,1,0,0
1065932,1,22,2,1658,3,4,0,0,0
1066628,1,15,0,438,4,7,2,1,7
1066947,1,4,0,2,3,27,2,0,0
1067232,1,4,3,0,3,6,0,0,0
1067513,1,2,2,63,3,6,2,1,5
1067774,1,4,3,0,7,7,0,0,0
1067894,1,11,3,45,0,,2,0,0
1068133,1,1,4,331,3,5,2,1,17
1068676,1,17,0,2,5,18,0,0,0
1069096,1,9,4,4509,1,5,2,0,0
1069103,1,19,2,743,2,5,0,0,0
1069179,1,16,1,9566,0,,2,0,0
1069323,1,11,2,37,10,7,0,0,0
1069699,1,14,0,3949,3,8,2,1,15
1070259,1,39,4,556,4,8,2,0,0
1070718,1,18,1,503,6,9,0,0,0
1070865,1,11,3,9587,3,28,0,1,106
1071024,1,4,4,72,1,3,1,0,0
1071124,1,17,2,38,5,26,0,0,0
1071156,1,4,1,0,3,8,0,0,0
1071295,1,19,2,77,5,22,0,1,12
1071378,1,9,3,770,2,16,0,0,0
1071444,1,15,2,419,7,3,1,0,0
1071452,1,26,0,0,8,7,2,0,0
1071763,1,51,0,2,3,3,0,1,20
1072113,1,19,4,970,3,9,2,0,0
1072181,1,13,0,2,1,5,0,1,50
1072660,1,27,2,9612,4,14,0,1,10
1072996,1,22,2,1376,6,12,2,1,15
1073238,1,2,2,294,7,11,2,1,10
1073291,1,20,2,0,5,22,0,0,0
1073297,1,1,2,743,4,9,0,0,0
1073524,1,22,4,7205,3,33,0,1,85
1073557,1,21,6,269,9,20,0,1,200
1073681,1,22,2,63,5,6,0,0,0
1073895,1,5,1,3906,5,5,2,0,0
1073905,1,22,0,2,3,2,2,0,0
1074120,1,9,4,2223,7,16,2,1,15
1074152,1,38,2,10,6,7,0,0,0
1074969,1,10,2,331,6,6,0,1,30
1075072,1,9,0,2,4,3,2,0,0
1075609,1,4,0,2,4,14,2,0,0
1075768,1,24,3,0,3,12,2,1,15
1075819,1,7,2,0,4,23,0,1,25
1075879,1,18,2,179,3,13,2,1,6
1076131,1,15,0,2,4,5,0,0,0
1076485,1,1,3,0,6,7,1,0,0
1076582,1,4,0,2,3,4,2,0,0
1076895,1,17,1,854,3,25,0,0,0
1076919,1,4,3,9633,5,11,2,0,0
1077045,1,0,3,0,7,23,1,0,0
1077285,1,3,2,9642,7,25,0,1,30
1077677,1,1,2,1911,3,6,0,1,10
1077980,1,22,0,0,3,6,0,0,0
1078104,1,10,0,2,6,11,0,0,0
1078385,1,0,2,1975,7,19,2,1,20
1078518,1,18,2,21,10,22,0,0,0
1079321,1,9,2,9656,4,35,2,0,0
1079424,1,0,1,910,1,11,0,1,4
1079605,1,4,3,0,6,12,0,0,0
1079655,1,5,2,124,4,14,2,0,0
1079690,1,0,3,0,3,8,2,1,4
1079722,1,4,0,2,4,5,0,0,0
1079758,1,5,0,2,5,17,2,0,0
1079844,1,4,0,2,7,6,1,0,0
1080696,1,9,2,9670,6,12,2,1,30
